ID,Gen,Name,Type,AC (MD?),AC,PW,PP,PR,Charge,Recoil,Source,Resistance,Description,TODO Check Description Difference,Target,Effect Chance
187,2,Sweet Kiss,Fairy,100,75,,10,0,0,0,None,None,"The user kisses the target with a sweet, angelic cuteness that causes confusion.",The user kisses the target with a sweet angelic cuteness that causes confusion.,"One other Pokémon on the field, selected by the trainer.",TODO
188,2,Belly Drum,Normal,-1,,,10,0,0,0,None,None,The user maximizes its Attack stat in exchange for half its max HP.,The user maximizes its Attack stat in exchange for HP equal to half its max HP.,The user.,TODO
189,2,Sludge Bomb,Poison,100,100,90,10,0,0,0,S. Attack,S. Defense,Unsanitary sludge is hurled at the target. This may also poison the target.,Unsanitary sludge is hurled at the target. This may also poison the target.,"One other Pokémon on the field, selected by the trainer.",30
190,2,Mud Slap,Ground,100,100,20,10,0,0,0,S. Attack,S. Defense,The user hurls mud in the target's face to inflict damage and lower its Accuracy.,The user hurls mud in the target’s face to inflict damage and lower its accuracy.,"One other Pokémon on the field, selected by the trainer.",100
191,2,Octazooka,Water,90,85,65,10,0,0,0,S. Attack,S. Defense,The user attacks by spraying ink at the target's face or eyes. This has a 50% chance to lower the target's Accuracy.,The user attacks by spraying ink in the target’s face or eyes. This may also lower the target’s accuracy.,"One other Pokémon on the field, selected by the trainer.",50
192,2,Spikes,Ground,-1,,,20,0,0,0,None,None,The user lays a down trap of spikes in front of itself. The trap hurts Pokémon that step on it.,The user lays a trap of spikes at the opposing team’s feet. The trap hurts Pokémon that switch into battle.,The opposing side of the field.  Affects opposing Pokémon.,TODO
193,2,Zap Cannon,Electric,50,50,120,5,0,0,0,S. Attack,S. Defense,The user fires an electric blast like a cannon to inflict damage and cause paralysis.,The user fires an electric blast like a cannon to inflict damage and cause paralysis.,"One other Pokémon on the field, selected by the trainer.",100
194,2,Foresight,Normal,-1,,,40,0,0,0,None,None,"The user identifies the target, removing its resistances and immunities. This also enables an evasive target to be hit.",Enables a Ghost-type target to be hit by Normal- and Fighting-type attacks. This also enables an evasive target to be hit.,"One other Pokémon on the field, selected by the trainer.",TODO
195,2,Destiny Bond,Ghost,-1,,,5,0,0,0,None,None,"If the user faints in the same turn, the Pokémon that landed the knockout hit also faints. Its chance of failing rises if it is used in succession.","If the user faints in the same turn, the Pokémon that landed the knockout hit also faints. Its chance of failing rises if it is used in succession.",The user.,TODO
196,2,Perish Song,Normal,-1,,,5,0,0,0,None,None,Any Pokémon that hears this song will faint when its countdown reaches 0.,Any Pokémon that hears this song faints in three turns unless it switches out of battle.,Every Pokémon on the field.,TODO
197,2,Icy Wind,Ice,90,95,55,15,0,0,0,S. Attack,S. Defense,The user attacks with a gust of chilled air. This also lowers the opposing Pokémon's Movement Speed.,The user attacks with a gust of chilled air. This also lowers the opposing Pokémon’s Speed stats.,All opposing Pokémon.,100
198,2,Detect,Fighting,-1,,,5,4,0,0,None,None,It enables the user to evade all attacks.,Enables the user to evade all attacks. Its chance of failing rises if it is used in succession.,The user.,TODO
199,2,Bone Rush,Ground,50,90,25,10,0,0,0,Attack,Defense,The user strikes the target with a hard bone two to five times in a row.,The user strikes the target with a hard bone two to five times in a row.,"One other Pokémon on the field, selected by the trainer.",TODO
200,2,Lock On,Normal,-1,,,5,0,0,0,None,None,"The user takes aim, and ensures the next attack does not miss the target.",The user takes sure aim at the target. This ensures the next attack does not miss the target.,"One other Pokémon on the field, selected by the trainer.",TODO
201,2,Outrage,Dragon,100,100,120,10,0,0,0,Attack,Defense,"The user rampages and attacks for three turns. It then becomes confused, however.",The user rampages and attacks for two to three turns. The user then becomes confused.,"One opposing Pokémon, selected at random.",TODO
202,2,Sandstorm,Rock,-1,,,10,0,0,0,None,None,"A sandstorm is summoned to hurt all combatants except the Rock, Ground, and Steel types.",A five-turn sandstorm is summoned to hurt all combatants except the Rock Ground and Steel types. It raises the Sp. Def stat of Rock types.,The entire field.  Affects all Pokémon.,TODO
203,2,Giga Drain,Grass,100,100,75,10,0,0,0,S. Attack,S. Defense,A nutrient-draining attack. The user's HP is restored by half the damage taken by the target.,A nutrient-draining attack. The user’s HP is restored by half the damage taken by the target.,"One other Pokémon on the field, selected by the trainer.",TODO
204,2,Endure,Normal,-1,,,10,4,0,0,None,None,The user endures any attack with at least 1 HP for 1 turn. Its chance of failing rises if it is used in succession.,The user endures any attack with at least 1 HP. Its chance of failing rises if it is used in succession.,The user.,TODO
205,2,Charm,Fairy,80,100,,20,0,0,0,None,None,"The user gazes at the target rather charmingly, making it less wary. This harshly lowers its Attack stat.",The user gazes at the target rather charmingly making it less wary. This harshly lowers its Attack stat.,"One other Pokémon on the field, selected by the trainer.",TODO
206,2,Rollout,Rock,90,90,30,20,0,0,0,Attack,Defense,The user rolls into the target from a distance. It becomes more powerful the farther the target is.,The user continually rolls into the target over five turns. It becomes more powerful each time it hits.,"One other Pokémon on the field, selected by the trainer.",TODO
207,2,False Swipe,Normal,100,100,40,40,0,0,0,Attack,Defense,A restrained attack that prevents the target from fainting. The target is left with at least 1 HP.,A restrained attack that prevents the target from fainting. The target is left with at least 1 HP.,"One other Pokémon on the field, selected by the trainer.",TODO
208,2,Swagger,Normal,90,85,,15,0,0,0,None,None,"The user enrages and confuses the target. However, this also sharply raises the target's Attack stat.",The user enrages and confuses the target. However this also sharply raises the target’s Attack stat.,"One other Pokémon on the field, selected by the trainer.",TODO
209,2,Milk Drink,Normal,-1,,,10,0,0,0,None,None,The user restores the party's HP by up to a half of its max HP,The user restores its own HP by up to half of its max HP.,The user.,TODO
210,2,Spark,Electric,100,100,65,20,0,0,0,Attack,Defense,The user throws an electrically charged tackle at the target. This may also leave the target with paralysis.,The user throws an electrically charged tackle at the target. This may also leave the target with paralysis.,"One other Pokémon on the field, selected by the trainer.",30
211,2,Fury Cutter,Bug,90,95,40,20,0,0,0,Attack,Defense,The target is slashed with scythes or claws. This attack becomes more powerful if it hits in succession.,The target is slashed with scythes or claws. This attack becomes more powerful if it hits in succession.,"One other Pokémon on the field, selected by the trainer.",TODO
212,2,Steel Wing,Steel,100,90,70,25,0,0,0,Attack,Defense,The target is hit with wings of steel. This may also raise the user's Defense stat.,The target is hit with wings of steel. This may also raise the user’s Defense stat.,"One other Pokémon on the field, selected by the trainer.",10
213,2,Mean Look,Normal,100,,,5,0,0,0,None,None,"The user pins the target with a dark, arresting look. The target becomes immobilized.",The user pins the target with a dark arresting look. The target becomes unable to flee.,"One other Pokémon on the field, selected by the trainer.",TODO
214,2,Attract,Normal,100,100,,15,0,0,0,None,None,"If it is the opposite gender of the user, the target becomes infatuated and cannot hurt the user.",If it is the opposite gender of the user the target becomes infatuated and less likely to attack.,"One other Pokémon on the field, selected by the trainer.",TODO
215,2,Sleep Talk,Normal,-1,,,10,0,0,0,None,None,"While it is asleep, the user performs a random move that it knows.",While it is asleep the user randomly uses one of the moves it knows.,The user.,TODO
216,2,Heal Bell,Normal,-1,,,5,0,0,0,None,None,The user makes a soothing bell chime to heal the status conditions of all Pokémon.,The user makes a soothing bell chime to heal the status conditions of all the party Pokémon.,The user and its allies.,TODO
217,2,Return,Normal,100,100,,20,0,0,0,Attack,Defense,A full-power attack that grows more powerful the more allies there are nearby.,This full-power attack grows more powerful the more the user likes its Trainer.,"One other Pokémon on the field, selected by the trainer.",TODO
218,2,Present,Normal,100,90,,15,0,0,0,Attack,Defense,The user attacks by giving the target a gift with a hidden trap. It restores HP if used on an ally.,The user attacks by giving the target a gift with a hidden trap. It restores HP sometimes however.,"One other Pokémon on the field, selected by the trainer.",TODO
219,2,Frustration,Normal,100,100,,20,0,0,0,Attack,Defense,"Uses Connection for damage calculation, but negatively.",This full-power attack grows more powerful the less the user likes its Trainer.,"One other Pokémon on the field, selected by the trainer.",TODO
220,2,Safeguard,Normal,-1,,,25,0,0,0,None,None,The user creates a protective field that prevents status conditions for ten turns.,The user creates a protective field that prevents status conditions for five turns.,The user's side of the field.  Affects the user and its ally (if any).,TODO
221,2,Pain Split,Normal,-1,,,20,0,0,0,None,None,"The user adds its HP to the target's HP, then equally shares the combined HP with the target.",The user adds its HP to the target’s HP then equally shares the combined HP with the target.,"One other Pokémon on the field, selected by the trainer.",TODO
222,2,Sacred Fire,Fire,100,95,100,5,0,0,0,Attack,Defense,The target is razed with a mystical fire of great intensity. This has a 50% chance to leave the target with a burn.,The target is razed with a mystical fire of great intensity. This may also leave the target with a burn.,"One other Pokémon on the field, selected by the trainer.",50
223,2,Magnitude,Ground,100,100,,30,0,0,0,Attack,Defense,The user attacks everything around it with a ground-shaking quake. It does less damage to targets far away.,The user attacks everything around it with a ground-shaking quake. Its power varies.,Every other Pokémon on the field.,TODO
224,2,Dynamic Punch,Fighting,50,50,100,5,0,0,0,Attack,Defense,"The user punches the target with full, concentrated power. This confuses the target if it hits.",The user punches the target with full concentrated power. This confuses the target if it hits.,"One other Pokémon on the field, selected by the trainer.",100
225,2,Megahorn,Bug,75,85,120,10,0,0,0,Attack,Defense,"Using its tough and impressive horn, the user rams into the target with no letup.",Using its tough and impressive horn the user rams into the target with no letup.,"One other Pokémon on the field, selected by the trainer.",TODO
226,2,Dragon Breath,Dragon,100,100,60,20,0,0,0,S. Attack,S. Defense,The user exhales a mighty gust that inflicts damage. This has a 30% chance to leave the target with paralysis.,The user exhales a mighty gust that inflicts damage. This may also leave the target with paralysis.,"One other Pokémon on the field, selected by the trainer.",30
227,2,Baton Pass,Normal,-1,,,40,0,0,0,None,None,The user passes along its stat changes and minor status conditions to the target. It also switches positions with that target.,The user switches places with a party Pokémon in waiting and passes along any stat changes.,The user.,TODO
228,2,Encore,Normal,100,100,,5,0,0,0,None,None,The user compels the target to keep using only the move it last used for five turns.,The user compels the target to keep using the move it encored for three turns.,"One other Pokémon on the field, selected by the trainer.",TODO
229,2,Pursuit,Dark,-1,100,40,20,0,0,0,Attack,Defense,"The user chases down the target, preventing it from getting away.",The power of this attack move is doubled if it’s used on a target that’s switching out of battle.,"One other Pokémon on the field, selected by the trainer.",TODO
230,2,Rapid Spin,Normal,100,100,50,40,0,0,0,Attack,Defense,A spin attack that can eliminate moves such as Wrap or Leech Seed. It also destroys traps.,A spin attack that can also eliminate such moves as Bind Wrap Leech Seed and Spikes.,"One other Pokémon on the field, selected by the trainer.",100
231,2,Sweet Scent,Normal,-1,100,,20,0,0,0,None,None,A sweet scent that lowers the evasiveness of opposing Pokémon.,A sweet scent that harshly lowers opposing Pokémon’s evasiveness.,All opposing Pokémon.,TODO
232,2,Iron Tail,Steel,75,75,100,15,0,0,0,Attack,Defense,The target is slammed with a steel-hard tail. This has a 30% chance to lower the target's Defense stat. It can break walls.,The target is slammed with a steel-hard tail. This may also lower the target’s Defense stat.,"One other Pokémon on the field, selected by the trainer.",30
233,2,Metal Claw,Steel,100,95,50,35,0,0,0,Attack,Defense,The target is raked with steel claws. This may also raise the user's Attack stat. It can break walls.,The target is raked with steel claws. This may also raise the user’s Attack stat.,"One other Pokémon on the field, selected by the trainer.",10
234,2,Vital Throw,Fighting,-1,,70,10,-1,0,0,Attack,Defense,The user attacks with a throw move that never misses.,The user attacks last. In return this throw move never misses.,"One other Pokémon on the field, selected by the trainer.",TODO
235,2,Morning Sun,Normal,-1,,,5,0,0,0,None,None,The user restores the party's HP. The amount of HP regained varies with the weather.,The user restores its own HP. The amount of HP regained varies with the weather.,The user.,TODO
236,2,Synthesis,Grass,-1,,,5,0,0,0,None,None,The user restores its own HP. The amount of HP regained varies with the weather.,The user restores its own HP. The amount of HP regained varies with the weather.,The user.,TODO
237,2,Moonlight,Fairy,-1,,,5,0,0,0,None,None,The user restores the party's HP. The amount of HP regained varies with the weather.,The user restores its own HP. The amount of HP regained varies with the weather.,The user.,TODO
238,2,Hidden Power,Normal,100,100,60,15,0,0,0,S. Attack,S. Defense,A unique attack that varies in type each time it is used.,A unique attack that varies in type depending on the Pokémon using it.,"One other Pokémon on the field, selected by the trainer.",TODO
239,2,Cross Chop,Fighting,80,80,100,5,0,0,0,Attack,Defense,The user delivers a double chop with its forearms crossed. Critical hits land more easily.,The user delivers a double chop with its forearms crossed. Critical hits land more easily.,"One other Pokémon on the field, selected by the trainer.",TODO
240,2,Twister,Dragon,100,100,40,20,0,0,0,S. Attack,S. Defense,The user whips up a vicious tornado to tear at the opposing Pokémon. This may also make them flinch.,The user whips up a vicious tornado to tear at the opposing Pokémon. This may also make them flinch.,All opposing Pokémon.,20
241,2,Rain Dance,Water,-1,,,5,0,0,0,None,None,"The user summons a heavy rain on the floor, powering up Water-type moves.",The user summons a heavy rain that falls for five turns powering up Water-type moves. It lowers the power of Fire-type moves.,The entire field.  Affects all Pokémon.,TODO
242,2,Sunny Day,Fire,-1,,,5,0,0,0,None,None,"The user intensifies the sunlight for the entire floor, powering up Fire-type moves.",The user intensifies the sun for five turns powering up Fire-type moves. It lowers the power of Water-type moves.,The entire field.  Affects all Pokémon.,TODO
243,2,Crunch,Dark,100,100,80,15,0,0,0,Attack,Defense,The user crunches up the target with sharp fangs. This has a 20% chance to lower the target's Defense stat.,The user crunches up the target with sharp fangs. This may also lower the target’s Defense stat.,"One other Pokémon on the field, selected by the trainer.",20
244,2,Mirror Coat,Psychic,-1,100,,20,-5,0,0,S. Attack,S. Defense,"A retaliation move that counters any special attack, inflicting double the damage taken.",A retaliation move that counters any special attack inflicting double the damage taken.,One specific move.  How this move is chosen depends upon on the move being used.,TODO
245,2,Psych Up,Normal,-1,,,10,0,0,0,None,None,The user hypnotizes itself into copying any stat change made by the target.,The user hypnotizes itself into copying any stat change made by the target.,"One other Pokémon on the field, selected by the trainer.",TODO
246,2,Extreme Speed,Normal,100,100,80,5,2,0,0,Attack,Defense,The user charges the target at blinding speed.,The user charges the target at blinding speed. This move always goes first.,"One other Pokémon on the field, selected by the trainer.",TODO
247,2,Ancient Power,Rock,100,100,60,5,0,0,0,S. Attack,S. Defense,The user attacks with a prehistoric power. It may also raise all the user's stats at once.,The user attacks with a prehistoric power. This may also raise all the user’s stats at once.,"One other Pokémon on the field, selected by the trainer.",10
248,2,Shadow Ball,Ghost,100,100,80,15,0,0,0,S. Attack,S. Defense,The user hurls a shadowy blob at the target. This has a 20% chance to lower the target's Sp. Def stat.,The user hurls a shadowy blob at the target. This may also lower the target’s Sp. Def stat.,"One other Pokémon on the field, selected by the trainer.",20
249,2,Future Sight,Psychic,80,100,120,10,0,0,0,S. Attack,S. Defense,"Two turns after this move is used, a hunk of psychic energy attacks the target's area. They're not charge turns since the user can still move.",Two turns after this move is used a hunk of psychic energy attacks the target.,"One other Pokémon on the field, selected by the trainer.",TODO
250,2,Rock Smash,Fighting,100,100,40,15,0,0,0,Attack,Defense,The user attacks with a punch. This may also lower the target's Defense stat. This move will shatter walls.,The user attacks with a punch. This may also lower the target’s Defense stat.,"One other Pokémon on the field, selected by the trainer.",50
251,2,Whirlpool,Water,100,85,35,15,0,0,0,S. Attack,S. Defense,The user traps the target in a violent swirling whirlpool for three turns.,The user traps the target in a violent swirling whirlpool for four to five turns.,"One other Pokémon on the field, selected by the trainer.",100
252,2,Beat Up,Dark,-1,100,25,10,0,0,0,Attack,Defense,The user hits the target as many times as there are nearby teammates.,The user gets all party Pokémon to attack the target. The more party Pokémon the greater the number of attacks.,"One other Pokémon on the field, selected by the trainer.",TODO
253,3,Fake Out,Normal,100,100,40,10,3,0,0,Attack,Defense,An attack that hits from a distance and makes the target flinch. It fails on targets directly in front.,This attack hits first and makes the target flinch. It only works the first turn the user is in battle.,"One other Pokémon on the field, selected by the trainer.",100
254,3,Uproar,Normal,100,100,90,10,0,0,0,S. Attack,S. Defense,"The user attacks in an uproar, preventing everyone from falling asleep.",The user attacks in an uproar for three turns. During that time no Pokémon can fall asleep.,"One opposing Pokémon, selected at random.",TODO
255,3,Stockpile,Normal,-1,,,20,0,0,0,None,None,The user charges up power and raises both its Defense and Sp. Def. stats. The move can be used three times.,The user charges up power and raises both its Defense and Sp. Def stats. The move can be used three times.,The user.,TODO
256,3,Spit Up,Normal,100,100,,10,0,0,0,S. Attack,S. Defense,"The power stored using the move Stockpile is released at once in an attack. The more power is stored, the more powerful the attack.",The power stored using the move Stockpile is released at once in an attack. The more power is stored the greater the move’s power.,"One other Pokémon on the field, selected by the trainer.",TODO
257,3,Swallow,Normal,-1,,,10,0,0,0,None,None,The power stored using the move Stockpile is absorbed by the user to heal itself. Storing more power increases its effectiveness.,The power stored using the move Stockpile is absorbed by the user to heal its HP. Storing more power heals more HP.,The user.,TODO
258,3,Heat Wave,Fire,90,90,95,10,0,0,0,S. Attack,S. Defense,The user attacks by exhaling hot breath on the opposing Pokémon. It has a 10% chance to inflict a burn.,The user attacks by exhaling hot breath on the opposing Pokémon. This may also leave those Pokémon with a burn.,All opposing Pokémon.,10
259,3,Hail,Ice,-1,,,10,0,0,0,None,None,The user summons a hailstorm on the floor. It damages all Pokémon except the Ice type.,The user summons a hailstorm lasting five turns. It damages all Pokémon except the Ice type.,The entire field.  Affects all Pokémon.,TODO
260,3,Torment,Dark,100,100,,15,0,0,0,None,None,"The user torments and enrages the target, making it incapable of using the same move twice in a row.",The user torments and enrages the target making it incapable of using the same move twice in a row.,"One other Pokémon on the field, selected by the trainer.",TODO
261,3,Flatter,Dark,90,100,,15,0,0,0,None,None,"Flattery is used to confuse the target. However, this also raises the target's Sp. Atk stat.",Flattery is used to confuse the target. However this also raises the target’s Sp. Atk stat.,"One other Pokémon on the field, selected by the trainer.",TODO
262,3,Will O Wisp,Fire,75,85,,15,0,0,0,None,None,"The user shoots a sinister, bluish-white flame at the target to inflict a burn.",The user shoots a sinister bluish-white flame at the target to inflict a burn.,"One other Pokémon on the field, selected by the trainer.",TODO
263,3,Memento,Dark,100,100,,10,0,0,0,None,None,"This move harshly lowers the target's Attack and Sp. Atk stats. The user then drops to 1 HP, and warps away.",The user faints when using this move. In return this harshly lowers the target’s Attack and Sp. Atk stats.,"One other Pokémon on the field, selected by the trainer.",TODO
264,3,Façade,Normal,100,100,70,20,0,0,0,Attack,Defense,An attack move that doubles in power if the user is suffering a major status condition.,This attack move doubles its power if the user is poisoned burned or paralyzed.,"One other Pokémon on the field, selected by the trainer.",TODO
265,3,Focus Punch,Fighting,100,100,150,20,1,1,0,Attack,Defense,The user focuses its mind for one turn before launching a devastating punch.,The user focuses its mind before launching a punch. This move fails if the user is hit before it is used.,"One other Pokémon on the field, selected by the trainer.",TODO
266,3,Smelling Salts,Normal,100,100,70,10,0,0,0,Attack,Defense,"This attack inflicts double damage on a target with paralysis, and cures its condition. Allies targeted by this move will not take damage.",This attack’s power is doubled when used on a target with paralysis. This also cures the target’s paralysis however.,"One other Pokémon on the field, selected by the trainer.",TODO
267,3,Follow Me,Normal,-1,,,20,2,0,0,None,None,"The user draws attention to itself, redirecting all enemy attacks to the user.",The user draws attention to itself making all targets take aim only at the user.,The user.,TODO
268,3,Nature Power,Normal,-1,,,20,0,0,0,None,None,An attack that makes use of nature’s power. Its effects vary depending on the user’s environment.,This attack makes use of nature’s power. Its effects vary depending on the user’s environment.,"One other Pokémon on the field, selected by the trainer.",TODO
269,3,Charge,Electric,-1,,,20,0,0,0,None,None,The user boosts the power of the Electric move it uses on the next turn.,The user boosts the power of the Electric move it uses on the next turn. This also raises the user’s Sp. Def stat.,The user.,TODO
270,3,Taunt,Dark,100,100,,20,0,0,0,None,None,The target is taunted into a rage that allows it to use only attack moves.,The target is taunted into a rage that allows it to use only attack moves for three turns.,"One other Pokémon on the field, selected by the trainer.",TODO
271,3,Helping Hand,Normal,-1,,,20,5,0,0,None,None,"The user assists its allies, boosting their Attack and Sp. Atk.",The user assists an ally by boosting the power of that ally’s attack.,The user's ally (if any).,TODO
272,3,Trick,Psychic,-1,100,,10,0,0,0,None,None,The user catches the target off guard and swaps places with it.,The user catches the target off guard and swaps its held item with its own.,"One other Pokémon on the field, selected by the trainer.",TODO
273,3,Role Play,Psychic,-1,,,10,0,0,0,None,None,"The user mimics the target completely, copying the target's natural Ability.",The user mimics the target completely copying the target’s natural Ability.,"One other Pokémon on the field, selected by the trainer.",TODO
274,3,Wish,Normal,-1,,,10,0,0,0,None,None,"Three turns after this move is used, the target's HP is restored by half the user's max HP.",One turn after this move is used the user’s or its replacement’s HP is restored by half the user’s max HP.,The user.,TODO
275,3,Assist,Normal,-1,,,20,0,0,0,None,None,The user borrows a random move from a random Pokemon in the entire floor.,The user hurriedly and randomly uses a move among those known by ally Pokémon.,The user.,TODO
276,3,Ingrain,Grass,-1,,,20,0,0,0,None,None,"The user lays roots that restore its HP on every turn. Because it is rooted, it can't move around or be forced off its position.",The user lays roots that restore its HP on every turn. Because it’s rooted it can’t switch out.,The user.,TODO
277,3,Superpower,Fighting,100,100,120,5,0,0,0,Attack,Defense,"The user attacks the target with great power. However, this also lowers the user's Attack and Defense stats.",The user attacks the target with great power. However this also lowers the user’s Attack and Defense stats.,"One other Pokémon on the field, selected by the trainer.",100
278,3,Magic Coat,Psychic,-1,,,15,4,0,0,None,None,The user puts up a barrier that reflects status moves back to the user.,A barrier reflects back to the target moves like Leech Seed and moves that damage status.,The user.,TODO
279,3,Recycle,Normal,-1,,,10,0,0,0,None,None,The user recycles Plain Seeds and Grimy Food held by the team.,The user recycles a held item that has been used in battle so it can be used again.,The user.,TODO
280,3,Revenge,Fighting,100,100,60,10,-4,0,0,Attack,Defense,An attack move that inflicts double the damage if the user was last hit by the target.,This attack move’s power is doubled if the user has been hurt by the opponent in the same turn.,"One other Pokémon on the field, selected by the trainer.",TODO
281,3,Brick Break,Fighting,100,100,75,15,0,0,0,Attack,Defense,"The user attacks with a swift chop. It can also break walls, as well as barriers, such as Light Screen and Reflect.",The user attacks with a swift chop. It can also break barriers such as Light Screen and Reflect.,"One other Pokémon on the field, selected by the trainer.",TODO
282,3,Yawn,Normal,-1,,,10,0,0,0,None,None,The user lets loose a huge yawn that lulls the target into falling asleep in a few turns.,The user lets loose a huge yawn that lulls the target into falling asleep on the next turn.,"One other Pokémon on the field, selected by the trainer.",TODO
283,3,Knock Off,Dark,100,100,65,20,0,0,0,Attack,Defense,"If the foe is holding an item, the user slaps off the target's held item, making it fly off from the target, and deals 50% extra damage.",The user slaps down the target’s held item and that item can’t be used in that battle. The move does more damage if the target has a held item.,"One other Pokémon on the field, selected by the trainer.",TODO
284,3,Endeavor,Normal,100,100,,5,0,0,0,Attack,Defense,An attack move that cuts down the target's HP to equal the user's HP.,This attack move cuts down the target’s HP to equal the user’s HP.,"One other Pokémon on the field, selected by the trainer.",TODO
285,3,Eruption,Fire,100,100,150,5,0,0,0,S. Attack,S. Defense,"The user attacks opposing Pokémon with explosive fury. The lower the user's HP, the lower the move's power.",The user attacks opposing Pokémon with explosive fury. The lower the user’s HP the lower the move’s power.,All opposing Pokémon.,TODO
286,3,Skill Swap,Psychic,-1,,,10,0,0,0,None,None,The user employs its psychic power to exchange Abilities with the target.,The user employs its psychic power to exchange Abilities with the target.,"One other Pokémon on the field, selected by the trainer.",TODO
287,3,Imprison,Psychic,100,,,10,0,0,0,None,None,This move prevents the target from using the move it last used.,If opposing Pokémon know any move also known by the user they are prevented from using it.,The user.,TODO
288,3,Refresh,Normal,-1,,,20,0,0,0,None,None,The user cures the party of major status conditions.,The user rests to cure itself of poisoning a burn or paralysis.,The user.,TODO
289,3,Grudge,Ghost,-1,,,5,0,0,0,None,None,"If the user is fainted, the user's grudge depletes the PP of every move the opponent knows.",If the user faints the user’s grudge fully depletes the PP of the opponent’s move that knocked it out.,The user.,TODO
290,3,Snatch,Dark,-1,,,10,4,0,0,None,None,The user steals the effects of any attempts to use a healing or stat-changing move.,The user steals the effects of any attempts to use a healing or stat-changing move.,The user.,TODO
291,3,Secret Power,Normal,100,100,70,20,0,0,0,Attack,Defense,An attack whose additional effects depend on the condition of the floor.,The additional effects of this attack depend upon where it was used.,"One other Pokémon on the field, selected by the trainer.",30
292,3,Dive,Water,100,100,80,10,0,0,0,Attack,Defense,"Diving at first, the user floats up and attacks any time in the next five turns.",Diving on the first turn the user floats up and attacks on the next turn.,"One other Pokémon on the field, selected by the trainer.",TODO
293,3,Arm Thrust,Fighting,50,100,15,20,0,0,0,Attack,Defense,The user lets loose a flurry of open-palmed arm thrusts that hit two to five times in a row.,The user lets loose a flurry of open-palmed arm thrusts that hit two to five times in a row.,"One other Pokémon on the field, selected by the trainer.",TODO
294,3,Camouflage,Normal,-1,,,20,0,0,0,None,None,The user's type is changed depending on its environment.,The user’s type is changed depending on its environment such as at water’s edge in grass or in a cave.,The user.,TODO
295,3,Tail Glow,Bug,-1,,,20,0,0,0,None,None,"The user stares at flashing lights to focus its mind, drastically raising its Sp. Atk stat.",The user stares at flashing lights to focus its mind drastically raising its Sp. Atk stat.,The user.,TODO
296,3,Luster Purge,Psychic,100,100,70,5,0,0,0,S. Attack,S. Defense,The user lets loose a damaging burst of light. This has a 50% chance to lower the target's Sp. Def stat.,The user lets loose a damaging burst of light. This may also lower the target’s Sp. Def stat.,"One other Pokémon on the field, selected by the trainer.",50
297,3,Mist Ball,Psychic,100,100,70,5,0,0,0,S. Attack,S. Defense,A mist-like flurry of down envelops and damages the target. This has a 50% chance to lower the target's Sp. Atk stat.,A mist-like flurry of down envelops and damages the target. This may also lower the target’s Sp. Atk stat.,"One other Pokémon on the field, selected by the trainer.",50
298,3,Feather Dance,Flying,85,100,,15,0,0,0,None,None,The user covers the target's body with a mass of down that harshly lowers its Attack stat.,The user covers the target’s body with a mass of down that harshly lowers its Attack stat.,"One other Pokémon on the field, selected by the trainer.",TODO
299,3,Teeter Dance,Normal,100,100,,20,0,0,0,None,None,The user performs a wobbly dance that confuses the Pokémon around it.,The user performs a wobbly dance that confuses the Pokémon around it.,Every other Pokémon on the field.,TODO
300,3,Blaze Kick,Fire,100,90,85,10,0,0,0,Attack,Defense,The user launches a kick that lands a critical hit 1 stage more easily. This has a 10% chance to leave the target with a burn.,The user launches a kick that lands a critical hit more easily. This may also leave the target with a burn.,"One other Pokémon on the field, selected by the trainer.",10
301,3,Mud Sport,Ground,100,,,15,0,0,0,None,None,The user covers everyone with mud. This adds the Ground-type to their typing.,The user kicks up mud on the battlefield. This weakens Electric-type moves for five turns.,The entire field.  Affects all Pokémon.,TODO
302,3,Ice Ball,Ice,90,90,30,20,0,0,0,Attack,Defense,The user rolls into the target from a distance. It becomes more powerful the farther the target is.,The user attacks the target for five turns. The move’s power increases each time it hits.,"One other Pokémon on the field, selected by the trainer.",TODO
303,3,Needle Arm,Grass,100,100,60,15,0,0,0,Attack,Defense,The user attacks by wildly swinging its thorny arms. This may also make the target flinch.,The user attacks by wildly swinging its thorny arms. This may also make the target flinch.,"One other Pokémon on the field, selected by the trainer.",30
304,3,Slack Off,Normal,-1,,,10,0,0,0,None,None,"The user slacks off, restoring its own HP by up to half of its max HP.",The user slacks off restoring its own HP by up to half of its max HP.,The user.,TODO
305,3,Hyper Voice,Normal,100,100,90,10,0,0,0,S. Attack,S. Defense,The user lets loose a horribly echoing shout with the power to inflict damage.,The user lets loose a horribly echoing shout with the power to inflict damage.,All opposing Pokémon.,TODO
306,3,Poison Fang,Poison,100,100,50,15,0,0,0,Attack,Defense,The user bites the target with toxic fangs. This has a 50% chance to leave the target badly poisoned.,The user bites the target with toxic fangs. This may also leave the target badly poisoned.,"One other Pokémon on the field, selected by the trainer.",50
307,3,Crush Claw,Normal,100,95,75,10,0,0,0,Attack,Defense,The user slashes the target with hard and sharp claws. This will also lower the target's Defense.,The user slashes the target with hard and sharp claws. This may also lower the target’s Defense stat.,"One other Pokémon on the field, selected by the trainer.",50
308,3,Blast Burn,Fire,90,90,150,5,0,0,1,S. Attack,S. Defense,The target is razed by a fiery explosion. The user can't move on the next turn.,The target is razed by a fiery explosion. The user can’t move on the next turn.,"One other Pokémon on the field, selected by the trainer.",TODO
